"X","release_date","movie","production_budget","domestic_gross","worldwide_gross","distributor","mpaa_rating","genre"
2407,"7/10/1985","Mad Max Beyond Thunderdome",10000000,36230219,36230219,"Warner Bros.","PG-13","Action"
2408,"1/22/2016","The Boy",10000000,35819556,68220952,"STX Entertainment","PG-13","Horror"
2409,"10/4/1985","Commando",10000000,35073978,35073978,"20th Century Fox","R","Action"
2410,"5/19/2017","Everything, Everything",10000000,34121140,61604439,"Warner Bros.","PG-13","Drama"
2411,"9/17/2010","Devil",10000000,33679655,63354114,"Universal","PG-13","Horror"
2412,"11/22/2002","Friday After Next",10000000,33253609,33526835,"New Line","R","Comedy"
2413,"3/22/1985","The Last Dragon",10000000,33000000,33000000,"Sony Pictures",NA,"Action"
2414,"4/28/2017","How to Be a Latin Lover",10000000,32149404,62556228,"Lionsgate","PG-13","Comedy"
2415,"3/6/1992","The Lawnmower Man",10000000,32100816,32100816,"New Line","R","Action"
2416,"10/3/2008","Nick and Norah's Infinite Playlist",10000000,31487293,33886017,"Sony Pictures","PG-13","Drama"
2417,"12/19/2003","Calendar Girls",10000000,31011616,93074616,"Walt Disney","PG-13","Comedy"
2418,"11/12/1999","Dogma",10000000,30651422,43948865,"Lionsgate","R","Comedy"
2419,"9/20/2002","The Banger Sisters",10000000,30306281,38067218,"20th Century Fox","R","Comedy"
2420,"5/19/1989","Road House",10000000,30050028,30050028,"United Artists","R","Action"
2421,"7/27/2018","Teen Titans Go! To The Movies",10000000,29562341,51411600,"Warner Bros.","PG","Adventure"
2422,"6/24/1983","Twilight Zone: The Movie",10000000,29500000,29500000,"Warner Bros.","PG","Horror"
2423,"11/23/1994","A Low Down Dirty Shame",10000000,29317886,29317886,"Walt Disney","R","Action"
2424,"9/6/2002","Swimfan",10000000,28564995,34084228,"20th Century Fox","PG-13","Drama"
2425,"10/6/2006","Employee of the Month",10000000,28444855,38364855,"Lionsgate","PG-13","Comedy"
2426,"8/21/2015","Sinister 2",10000000,27740955,54104225,"Focus Features","R","Horror"
2427,"3/25/1983","The Outsiders",10000000,25697647,25697647,"Warner Bros.","PG-13","Drama"
2428,"6/12/1998","Can't Hardly Wait",10000000,25358996,25358996,"Sony Pictures","PG-13","Comedy"
2429,"4/26/2013","Mud",10000000,21590086,31556959,"Roadside Attractions","PG-13","Drama"
2430,"9/16/2016","Blair Witch",10000000,20777061,37478274,"Lionsgate","R","Horror"
2431,"10/21/1983","The Dead Zone",10000000,20766000,20766000,"Paramount Pictures",NA,"Horror"
2432,"2/2/2001","Valentine",10000000,20384136,20384136,"Warner Bros.","R","Horror"
2433,"6/9/2006","A Prairie Home Companion",10000000,20342852,26716191,"Picturehouse","PG-13","Comedy"
2434,"2/23/2007","Reno 911!: Miami",10000000,20342161,21851362,"20th Century Fox","R","Comedy"
2435,"7/24/1998","Jane Austen's Mafia",10000000,19843795,30143795,"Walt Disney","PG-13","Comedy"
2436,"2/25/1994","Sugar Hill",10000000,18272447,18423914,"20th Century Fox","R","Drama"
2437,"6/20/2008","Kit Kittredge: An American Girl",10000000,17657973,17657973,"Picturehouse","G","Drama"
2438,"9/27/1985","Invasion U.S.A.",10000000,17536256,17536256,"Cannon","R","Action"
2439,"9/23/2005","Roll Bounce",10000000,17380866,17433072,"Fox Searchlight","PG-13","Comedy"
2440,"1/19/1990","Tremors",10000000,16667084,16667084,"Universal","PG-13","Action"
2441,"8/3/1990","Mo' Better Blues",10000000,16153000,16153000,"Universal","R","Drama"
2442,"1/25/2002","Kung Pow: Enter the Fist",10000000,16033556,17033556,"20th Century Fox","PG-13","Comedy"
2443,"10/7/2016","The Birth of a Nation",10000000,15861566,16891011,"Fox Searchlight","R","Drama"
2444,"5/30/2003","Wrong Turn",10000000,15417771,28649556,"20th Century Fox","R","Horror"
2445,"5/16/1980","The Long Riders",10000000,15198912,15198912,"United Artists",NA,"Action"
2446,"3/12/1999","The Corruptor",10000000,15164492,15164492,"New Line","R","Action"
2447,"8/14/2009","The Goods: Live Hard, Sell Hard",10000000,15122676,15297318,"Paramount Vantage","R","Comedy"
2448,"11/23/2011","My Week with Marilyn",10000000,14597405,34240572,"Weinstein Co.","R","Drama"
2449,"12/25/2014","Big Eyes",10000000,14482031,27317872,"Weinstein Co.","PG-13","Drama"
2450,"6/28/2002","Hey Arnold! The Movie",10000000,13684949,13684949,"Paramount Pictures","PG","Adventure"
2451,"3/14/1997","Love Jones",10000000,12554569,12554569,"New Line","R","Drama"
2452,"1/20/2006","End of the Spear",10000000,11748661,11924041,"M Power Releasing","PG-13","Drama"
2453,"10/20/2000","The Legend of Drunken Master",10000000,11546543,11546543,"Miramax","R","Action"
2454,"7/23/1999","Drop Dead Gorgeous",10000000,10571408,10571408,"New Line","PG-13","Comedy"
2455,"4/3/1998","The Spanish Prisoner",10000000,10162034,13835130,"Sony Pictures Classics","PG","Drama"
2456,"6/11/1999","Le Violon rouge",10000000,10019109,10019109,"Lionsgate","R","Drama"
2457,"7/9/2004","Sleepover",10000000,9408183,9408183,"MGM","PG","Adventure"
2458,"1/25/2013","Movie 43",10000000,8840453,31164747,"Relativity","R","Comedy"
2459,"5/21/2010","MacGruber",10000000,8525600,8629895,"Universal","R","Comedy"
2460,"7/18/2003","Dirty Pretty Things",10000000,8112414,14156753,"Miramax","R","Drama"
2461,"3/14/2014","Bad Words",10000000,7779614,7843145,"Focus Features","R","Comedy"
2462,"3/27/2015","While We're Young",10000000,7582065,14956484,"A24","R","Comedy"
2463,"2/1/2008","Over Her Dead Body",10000000,7570127,21596074,"New Line","PG-13","Comedy"
2464,"10/24/2001","Bones",10000000,7316658,8378853,"New Line","R","Horror"
2465,"2/11/2011","Cedar Rapids",10000000,6861102,7862131,"Fox Searchlight","R","Comedy"
2466,"11/30/2012","The Collection",10000000,6810754,8890094,"LD Distribution","R","Horror"
2467,"10/30/1998","American History X",10000000,6719864,6719864,"New Line","R","Drama"
2468,"1/16/2004","Teacher's Pet: The Movie",10000000,6491969,6491969,"Walt Disney","PG","Adventure"
2469,"10/15/1999","The Straight Story",10000000,6197866,6197866,"Walt Disney","G","Drama"
2470,"5/3/2002","Deuces Wild",10000000,6044618,6244618,"MGM","R","Drama"
2471,"3/28/2008","Run, Fatboy, Run",10000000,6003262,33512260,"Picturehouse","PG-13","Comedy"
2472,"12/18/1981","Heartbeeps",10000000,6000000,6000000,"Universal",NA,"Comedy"
2473,"3/20/2015","Danny Collins",10000000,5637066,7501132,"Bleecker Street","R","Comedy"
2474,"7/4/2007","Rescue Dawn",10000000,5490423,7037886,"MGM","PG-13","Action"
2475,"4/5/2000","Black and White",10000000,5241315,5241315,"Sony Pictures","R","Drama"
2476,"6/18/2010","Io sono l’amore",10000000,5005465,15121528,"Magnolia Pictures","R","Drama"
2477,"6/15/2018","Gotti",10000000,4286367,6089100,"Vertical Entertainment","R","Drama"
2478,"3/16/2012","Jeff, Who Lives at Home",10000000,4269426,4708127,"Paramount Vantage","R","Comedy"
2479,"9/30/2016","Denial",10000000,4073448,9263940,"Bleecker Street","PG-13","Drama"
2480,"3/30/2016","Everybody Wants Some",10000000,3400278,5437126,"Paramount Pictures","R","Comedy"
2481,"10/4/1996","Crash",10000000,3357324,3357324,"Fine Line","R","Drama"
2482,"10/12/2012","Atlas Shrugged: Part II",10000000,3336053,3336053,"Atlas Distribution","PG-13","Drama"
2483,"2/4/1994","Romeo Is Bleeding",10000000,3275585,3275585,"Gramercy","R","Drama"
2484,"10/8/1999","The Limey",10000000,3193102,6030047,"Artisan","R","Drama"
2485,"11/14/2014","Rosewater",10000000,3128941,3185717,"Open Road","R","Drama"
2486,"12/22/2000","The House of Mirth",10000000,3041803,5149131,"Sony Pictures Classics","PG","Drama"
2487,"5/1/1987","Malone",10000000,3000000,3000000,"Orion Pictures","R","Action"
2488,"6/2/2006","Peaceful Warrior",10000000,2893666,3260179,"Universal","PG-13","Drama"
2489,"9/9/2011","Bucky Larson: Born to Be a Star",10000000,2529395,2529395,"Sony Pictures","R","Comedy"
2490,"10/6/2000","Bamboozled",10000000,2185266,2373937,"New Line","R","Drama"
2491,"5/3/2013","The Iceman",10000000,1930282,3623609,"Alchemy","R","Drama"
2492,"4/21/2017","Free Fire",10000000,1799322,3793739,"A24","R","Action"
2493,"6/24/2011","A Better Life",10000000,1759252,1884251,"Summit Entertainment","PG-13","Drama"
2494,"2/28/2003","Spider",10000000,1641788,1641788,"Sony Pictures Classics","R","Drama"
2495,"12/27/2002","Nicholas Nickleby",10000000,1562800,1562800,"United Artists","PG","Drama"
2496,"3/21/2014","50 to 1",10000000,1069454,1069454,"Ten Furlongs","PG-13","Drama"
2497,"5/2/2003","Owning Mahowny",10000000,1011054,1011054,"Sony Pictures Classics","R","Drama"
2498,"10/19/2007","The Ten Commandments",10000000,952820,1051907,"Rocky Mountain Pict…","PG","Adventure"
2499,"9/7/2007","The Brothers Solomon",10000000,900926,900926,"Sony Pictures","R","Comedy"
2500,"4/4/2008","My Blueberry Nights",10000000,866778,22198996,"Weinstein Co.","PG-13","Drama"
2501,"8/6/1999","Illuminata",10000000,836641,836641,"Artisan","R","Drama"
2502,"1/20/2012","Coriolanus",10000000,749641,2179623,"Weinstein Co.","R","Drama"
2503,"10/4/2013","Parkland",10000000,641439,1616353,"Exclusive Releasing","PG-13","Drama"
2504,"4/2/2004","Shaolin Soccer",10000000,488872,42776032,"Miramax","PG-13","Comedy"
2505,"9/14/2007","King of California",10000000,268461,1165102,"First Look","PG-13","Drama"
2506,"10/24/1997","Rien ne va plus",10000000,245359,5045359,"New Yorker",NA,"Comedy"
2507,"8/14/1998","La femme de chambre du Titanic",10000000,244465,244465,"MGM",NA,"Drama"
2508,"12/17/2004","Imaginary Heroes",10000000,228524,290875,"Sony Pictures Classics","R","Drama"
2509,"5/3/2013","Cinco de Mayo, La Batalla",10000000,173472,173472,"Lionsgate","R","Action"
2510,"10/29/2010","Welcome to the Rileys",10000000,152857,355919,"Samuel Goldwyn Films","R","Drama"
2511,"9/9/2016","Kicks",10000000,150191,150191,"Focus World","R","Adventure"
2512,"6/1/2012","High School",10000000,139034,248133,"Anchor Bay Entertai…","R","Comedy"
2513,"5/18/2007","Severance",10000000,137221,5950002,"Magnolia Pictures","R","Comedy"
2514,"4/23/2010","Joheunnom nabbeunnom isanghannom",10000000,128486,42226657,NA,"R","Action"
2515,"8/26/1994","Police Academy 7: Mission to Moscow",10000000,126247,126247,"Warner Bros.","PG","Comedy"
2516,"2/19/2010","Blood Done Sign My Name",10000000,109383,109383,"Paladin","PG-13","Drama"
2517,"10/23/2009","Motherhood",10000000,93388,723388,"Freestyle Releasing","PG-13","Comedy"
2518,"10/15/2004","Eulogy",10000000,70527,70527,"Artisan","R","Comedy"
2519,"11/7/2014","Elsa & Fred",10000000,67657,109144,"Alchemy","PG-13","Comedy"
2520,"8/28/2009","The Open Road",10000000,19716,19716,"Anchor Bay Entertai…","PG-13","Drama"
2521,"7/10/2015","Strangerland",10000000,17472,161097,"Alchemy","R","Drama"
2522,"10/16/2009","Janky Promoters",10000000,9069,9069,"Third Rail","R","Comedy"
2523,"12/21/2007","Blonde Ambition",10000000,6422,1537479,"First Look","PG-13","Comedy"
2524,"10/8/2010","It's a Wonderful Afterlife",10000000,0,1642939,"UTV Communications","PG-13","Comedy"
2525,"8/21/2009","Fifty Dead Men Walking",10000000,0,997921,"Phase 4 Films","R","Drama"
2526,"9/26/2014","Plastic",10000000,0,575371,"ARC Entertainment","R","Action"
2527,"2/2/2007","Partition",10000000,0,0,NA,NA,"Drama"
2528,"4/13/2012","Detention",10000000,0,0,"Samuel Goldwyn Films","R","Comedy"
2529,"2/7/2014","Nurse 3D",10000000,0,0,"Lionsgate","R","Horror"
2530,"7/21/2015","American Heist",10000000,0,0,"Lionsgate","R","Action"
2531,"12/19/2012","Amour",9700000,6738954,36787044,"Sony Pictures Classics","PG-13","Drama"
2532,"4/28/2006","The Lost City",9600000,2484186,5256839,"Magnolia Pictures","R","Drama"
2533,"1/12/2000","Next Friday",9500000,57176582,59675307,"New Line","R","Comedy"
2534,"6/13/1967","You Only Live Twice",9500000,43100000,111600000,"MGM","PG","Action"
2535,"6/10/1988","Poltergeist III",9500000,14114000,14114000,"MGM","PG-13","Horror"
2536,"3/19/2010","The Runaways",9500000,3573673,5278632,"Apparition","R","Drama"
2537,"10/30/2009","Gentlemen Broncos",9500000,115155,119955,"Fox Searchlight","PG-13","Comedy"
2538,"11/7/1963","It's a Mad Mad Mad Mad World",9400000,46300000,60000000,NA,NA,"Comedy"
2539,"11/3/2006","Volver",9400000,12899867,87226613,"Sony Pictures Classics","R","Comedy"
2540,"8/7/1981","Heavy Metal",9300000,19571091,19571091,"Sony Pictures",NA,"Adventure"
2541,"12/29/1995","Richard III",9200000,2684904,4199334,"MGM","R","Drama"
2542,"5/25/1979","Alien",9000000,80930630,203630630,"20th Century Fox","R","Horror"
2543,"12/29/1965","Thunderball",9000000,63600000,141200000,"MGM","PG","Action"
2544,"11/6/1996","Set It Off",9000000,36049108,36049108,"New Line","R","Drama"
2545,"10/21/2016","Ouija: Origin of Evil",9000000,35144505,81831866,"Universal","PG-13","Horror"
2546,"11/9/1988","Child's Play",9000000,33244684,44196684,"United Artists","R","Horror"
2547,"1/30/2015","Black or White",9000000,21571189,21971021,"Relativity","PG-13","Drama"
2548,"7/30/2004","Harold & Kumar Go to White Castle",9000000,18225165,18225165,"New Line","R","Comedy"
2549,"10/13/2000","The Contender",9000000,17804273,17804273,"Dreamworks SKG","R","Drama"
2550,"2/18/2000","Boiler Room",9000000,16963963,28773637,"New Line","R","Drama"
2551,"12/5/2006","Black Christmas",9000000,16235738,16235738,"MGM","R","Horror"
2552,"11/18/2016","The Edge of Seventeen",9000000,14431633,19096003,"STX Entertainment","R","Drama"
2553,"12/2/2016","Jackie",9000000,13960394,29345883,"Fox Searchlight","R","Drama"
2554,"3/16/1984","The Ice Pirates",9000000,13075390,13075390,"MGM/UA Classics",NA,"Comedy"
2555,"11/8/1989","Henry V",9000000,10161099,10176701,"Goldwyn Entertainment","PG-13","Action"
2556,"11/4/2016","Loving",9000000,7710234,12898064,"Focus Features","PG-13","Drama"
2557,"11/28/2007","The Savages",9000000,6623082,10642023,"Fox Searchlight","R","Drama"
2558,"4/16/2003","Chasing Papi",9000000,6126237,12657377,"20th Century Fox","PG","Comedy"
2559,"9/8/2000","The Way of the Gun",9000000,6047856,13061935,"Artisan","R","Action"
2560,"8/22/2008","Hamlet 2",9000000,4886216,4934104,"Focus Features","R","Comedy"
2561,"9/13/2002","Igby Goes Down",9000000,4777465,4777465,"MGM","R","Comedy"
2562,"4/29/1994","PCU",9000000,4333569,4333569,"20th Century Fox","PG-13","Comedy"
2563,"3/9/2007","The Ultimate Gift",9000000,3438735,3438735,"Film Foundry","PG","Drama"
2564,"9/29/2000","Beautiful",9000000,3134509,3134509,"Destination Films","PG-13","Drama"
2565,"6/1/2007","Gracie",9000000,2956339,3922043,"Picturehouse","PG-13","Drama"
2566,"8/26/2016","Greater",9000000,2000093,2000093,"Hammond Entertainment","PG","Drama"
2567,"8/18/2006","Trust the Man",9000000,1530535,2548378,"Fox Searchlight","R","Comedy"
2568,"5/14/2010","Princess Kaiulani",9000000,883887,883887,"Roadside Attractions","PG","Drama"
2569,"5/6/2016","Dheepan",9000000,248795,7704357,"Sundance Selects","R","Drama"
2570,"10/25/2002","All or Nothing",9000000,184255,184255,"MGM","R","Drama"
2571,"11/22/2006","Opal Dream",9000000,14443,14443,"Strand","PG","Drama"
2572,"5/8/2015","Skin Trade",9000000,1242,1242,"Magnolia Pictures","R","Action"
2573,"1/20/2015","Veronika Decides to Die",9000000,0,2243,"Entertainment One","R","Drama"
2574,"10/10/1968","Barbarella",9000000,0,0,"Paramount Pictures","PG","Adventure"
2575,"2/26/2011","Ultramarines",8900000,0,0,"Codex Pictures","R","Action"
2576,"9/26/1986","Crocodile Dundee",8800000,174803506,328203506,"Paramount Pictures","PG-13","Comedy"
2577,"11/18/2016","Manchester by the Sea",8500000,47695371,77733867,"Roadside Attractions","R","Drama"
2578,"12/16/2009","Crazy Heart",8500000,39471742,47417251,"Fox Searchlight","R","Drama"
2579,"8/15/2008","Star Wars: The Clone Wars",8500000,35161554,68695443,"Warner Bros.","PG","Adventure"
2580,"2/20/2015","The DUFF",8500000,34030343,43528634,"CBS Films","PG-13","Comedy"
2581,"7/31/1987","The Lost Boys",8500000,32222567,32222567,"Warner Bros.","R","Horror"
2582,"11/7/1979","The Rose",8500000,29200000,29200000,"20th Century Fox",NA,"Drama"
2583,"3/1/1991","Haakon Haakonsen",8500000,15024232,15024232,"Walt Disney","PG","Adventure"
2584,"3/9/2007","The Namesake",8500000,13610521,20288774,"Fox Searchlight","PG-13","Drama"
2585,"2/27/2004","Club Dread",8500000,5001655,7573551,"Fox Searchlight","R","Comedy"
2586,"9/17/2009","Bright Star",8500000,4444637,17220091,"Apparition","PG","Drama"
2587,"6/13/2014","The Rover",8500000,1109199,3180252,"A24","R","Drama"
2588,"11/1/2016","A.C.O.R.N.S.: Operation Crackdown",8500000,0,1353287,"Viva Entertainment","PG","Adventure"
2589,"2/12/2010","My Name is Khan",8470000,4046336,42355526,"Fox Searchlight","PG-13","Drama"
2590,"6/4/1999","Limbo",8300000,2160710,2598224,"Sony Pictures","R","Drama"
2591,"4/16/2010","The City of Your Final Destination",8300000,493296,1353296,"Hyde Park Films","PG-13","Drama"
2592,"11/24/2006","Kurtlar vadisi - Irak",8300000,0,24906717,NA,NA,"Action"
2593,"10/14/1994","Pulp Fiction",8000000,107928762,212928762,"Miramax","R","Drama"
2594,"6/22/1984","The Karate Kid",8000000,90815558,90815558,"Sony Pictures","PG","Action"
2595,"6/22/1979","The Muppet Movie",8000000,76657000,76657000,"Associated Film Dis…","G","Adventure"
2596,"3/9/1984","Splash",8000000,62599495,62599495,"Walt Disney","PG","Comedy"
2597,"7/26/2006","Little Miss Sunshine",8000000,59891098,100642353,"Fox Searchlight","R","Comedy"
2598,"9/17/2010","Easy A",8000000,58401464,76200721,"Sony Pictures","PG-13","Comedy"
2599,"8/8/1986","Stand by Me",8000000,52287414,52287414,"Sony Pictures","R","Drama"
2600,"6/27/2003","28 Days Later…",8000000,45064915,82955633,"Fox Searchlight","R","Horror"
2601,"6/22/1979","Escape from Alcatraz",8000000,43000000,43000000,"Paramount Pictures","PG","Drama"
2602,"1/30/2004","You Got Served",8000000,40066497,50811858,"Sony Pictures","PG-13","Drama"
2603,"3/13/1992","Howards End",8000000,26124872,26317943,"Sony Pictures Classics","PG","Drama"
2604,"3/21/2008","Shutter",8000000,25928550,47782426,"20th Century Fox","PG-13","Horror"
2605,"12/25/1981","Modern Problems",8000000,24474312,24474312,"20th Century Fox",NA,"Comedy"
2606,"12/18/1969","On Her Majesty's Secret Service",8000000,22800000,82000000,"MGM","PG","Action"
2607,"11/10/1982","Creepshow",8000000,20036244,20036244,"Warner Bros.",NA,"Horror"
2608,"4/28/2006","Akeelah and the Bee",8000000,18848430,18959424,"Lionsgate","PG","Drama"
2609,"10/14/1994","Wes Craven's New Nightmare",8000000,18090181,18090181,"New Line","R","Horror"
2610,"10/1/1999","Drive Me Crazy",8000000,17843379,22591451,"20th Century Fox","PG-13","Comedy"
2611,"9/18/2013","Enough Said",8000000,17550872,25621449,"Fox Searchlight","PG-13","Comedy"
2612,"1/16/1998","Half Baked",8000000,17394881,17394881,"Universal","R","Comedy"
2613,"6/27/2014","Begin Again",8000000,16170632,68838736,"Weinstein Co.","R","Drama"
2614,"5/19/2006","See No Evil",8000000,15032800,18828036,"Lionsgate","R","Horror"
2615,"8/7/2002","The Good Girl",8000000,14018296,16585503,"Fox Searchlight","R","Drama"
2616,"4/29/2011","Prom",8000000,10130219,10763183,"Walt Disney","PG","Comedy"
2617,"4/22/1994","The Inkwell",8000000,8864699,8864699,"Walt Disney","R","Comedy"
2618,"12/29/2000","Shadow of the Vampire",8000000,8279017,8279017,"Lionsgate","R","Drama"
2619,"6/12/2015","Me and Earl and the Dying Girl",8000000,6758416,9266180,"Fox Searchlight","PG-13","Drama"
2620,"10/8/2010","It's Kind of a Funny Story",8000000,6363628,6632950,"Focus Features","PG-13","Comedy"
2621,"5/12/2000","Held Up",8000000,4714090,4714090,"Trimark","PG-13","Comedy"
2622,"12/30/2015","Anomalisa",8000000,3759286,5538273,"Paramount Pictures","R","Adventure"
2623,"12/23/2005","Caché",8000000,3647381,19891331,"Sony Pictures Classics","R","Drama"
2624,"12/29/2010","Another Year",8000000,3205706,20005613,"Sony Pictures Classics","PG-13","Drama"
2625,"1/1/1991","Showdown in Little Tokyo",8000000,2275557,2275557,NA,"R","Action"
2626,"11/19/2010","Made in Dagenham",8000000,1095369,15644196,"Sony Pictures Classics","R","Drama"
2627,"1/24/1997","Prefontaine",8000000,590817,590817,"Walt Disney","PG-13","Drama"
2628,"10/28/1983","The Wicked Lady",8000000,589308,589308,"Cannon","R","Drama"
2629,"5/11/2007","Brooklyn Rules",8000000,458232,458232,"Lionsgate","R","Drama"
2630,"10/24/2003","The Singing Detective",8000000,336456,524747,"Paramount Pictures","R","Comedy"
2631,"6/15/2007","Fido",8000000,298110,456814,"Lionsgate","R","Horror"
2632,"9/16/2011","Restless",8000000,163753,2772511,"Sony Pictures Classics","PG-13","Drama"
2633,"5/18/2007","The Wendell Baker Story",8000000,127188,127188,"ThinkFilm","PG-13","Comedy"
2634,"10/29/2010","Wild Target",8000000,109338,5314194,"Freestyle Releasing","PG-13","Comedy"
2635,"5/22/2015","Aloft",8000000,53086,53086,"Sony Pictures Classics","R","Drama"
2636,"10/14/2011","Fireflies in the Garden",8000000,36884,3587191,NA,"R","Drama"
2637,"4/27/2001","Akira",8000000,19585,19585,NA,"R","Action"
2638,"9/29/2017","Don Gato, el inicio de la pandilla",8000000,0,4598934,"Viva Entertainment","PG","Adventure"
2639,"11/30/2007","Maurice Richard",8000000,0,0,"Palm Pictures","PG","Drama"
2640,"5/6/2016","Code of Honor",8000000,0,0,"Lionsgate Premiere","R","Action"
2641,"2/23/1990","The Blood of Heroes",7700000,882290,882290,"New Line",NA,"Action"
2642,"12/13/1989","Driving Miss Daisy",7500000,106593296,106593296,"Warner Bros.","PG","Drama"
2643,"9/26/1997","Soul Food",7500000,43492389,43492389,"20th Century Fox","R","Comedy"
2644,"2/23/1996","Rumble in the Bronx",7500000,32281907,36238752,"New Line","R","Action"
2645,"6/8/2007","Hostel: Part II",7500000,17544812,33606409,"Lionsgate","R","Horror"
2646,"10/9/2009","An Education",7500000,12574914,29652736,"Sony Pictures Classics","PG-13","Drama"
2647,"9/4/2009","Extract",7500000,10823158,10849158,"Miramax","R","Comedy"
2648,"10/21/2005","Shopgirl",7500000,10284523,11758418,"Walt Disney","R","Drama"
2649,"3/9/1984","The Hotel New Hampshire",7500000,5142858,5142858,"Orion Pictures",NA,"Drama"
2650,"3/8/2002","Men with Brooms",7500000,4239767,4239767,"Artisan","R","Comedy"
2651,"2/22/2008","Witless Protection",7500000,4151836,4151836,"Lionsgate","PG-13","Comedy"
2652,"11/24/2004","The Work and the Glory",7500000,3347647,3347647,"Excel Entertainment","PG","Drama"
2653,"12/21/2011","Albert Nobbs",7500000,3014696,8539003,"Roadside Attractions","R","Drama"
2654,"6/24/2016","The Neon Demon",7500000,1333124,3559803,"Broad Green Pictures","R","Horror"
2655,"7/24/2003","Masked and Anonymous",7500000,533344,555335,"Sony Pictures","PG-13","Drama"
2656,"4/13/2018","Borg vs McEnroe",7500000,231346,3257078,"Neon","R","Drama"
2657,"5/15/2015","Pound of Flesh",7500000,0,0,"Entertainment One","R","Action"
2658,"12/25/2007","Persepolis",7300000,4443403,25397460,"Sony Pictures Classics","PG-13","Drama"
2659,"5/27/2011","Die Welle",7250000,0,35122948,"IFC Films",NA,"Drama"
2660,"10/15/1999","The Omega Code",7200000,12610552,12678312,"Providence Entertai…","PG-13","Action"
2661,"12/5/2007","Juno",7000000,143495265,231450102,"Fox Searchlight","PG-13","Comedy"
2662,"3/15/1972","The Godfather",7000000,134966411,268500000,"Paramount Pictures","R","Drama"
2663,"6/29/2012","Magic Mike",7000000,113721571,170549753,"Warner Bros.","R","Comedy"
2664,"4/15/1983","Flashdance",7000000,90463574,201463574,"Paramount Pictures","R","Drama"
2665,"3/16/2018","I Can Only Imagine",7000000,83482352,85430011,"Roadside Attractions","PG","Drama"
2666,"11/12/1993","The Piano",7000000,40157856,40168957,"Miramax","R","Drama"
2667,"6/27/1973","Live and Let Die",7000000,35400000,161800000,"MGM","PG","Action"
2668,"1/12/2000","My Dog Skip",7000000,34099640,35795319,"Warner Bros.","PG","Drama"
2669,"1/24/2003","Darkness Falls",7000000,32539681,47289758,"Sony Pictures","PG-13","Horror"
2670,"10/7/2005","Good Night, and Good Luck",7000000,31501218,56586901,"Warner Independent","PG","Drama"
2671,"9/30/2005","Capote",7000000,28750530,49924079,"Sony Pictures Classics","R","Drama"
2672,"3/29/1974","The Great Gatsby",7000000,26533200,26533200,NA,NA,"Drama"
2673,"8/25/1995","Desperado",7000000,25532388,25532388,"Sony Pictures","R","Action"
2674,"4/11/2001","Kingdom Come",7000000,23247539,23393939,"Fox Searchlight","PG","Comedy"
2675,"12/20/1974","The Man with the Golden Gun",7000000,21000000,97600000,"MGM","PG","Action"
2676,"2/12/1988","Action Jackson",7000000,20257000,20257000,"Lorimar Motion Pict…","R","Action"
2677,"5/13/1983","Breathless",7000000,19910002,19910002,"Orion Pictures","R","Action"
2678,"6/19/2015","Dope",7000000,17506470,18190831,"Open Road","R","Comedy"
2679,"7/22/2005","The Devil's Rejects",7000000,17044981,20940428,"Lionsgate","R","Horror"
2680,"1/17/2014","Devil's Due",7000000,15821461,36146087,"20th Century Fox","R","Horror"
2681,"3/22/1996","Flirting with Disaster",7000000,14853474,16149180,"Miramax","R","Comedy"
2682,"11/14/2014","Beyond the Lights",7000000,14618727,14618727,"Relativity","PG-13","Drama"
2683,"7/31/1992","Buffy the Vampire Slayer",7000000,14231669,14231669,"20th Century Fox","PG-13","Horror"
2684,"8/25/1999","In Too Deep",7000000,14026509,15471229,"Gramercy","R","Drama"
2685,"4/11/2003","House of 1,000 Corpses",7000000,12634962,17005466,"Lionsgate","R","Horror"
2686,"10/11/1985","Silver Bullet",7000000,10803211,10803211,"Paramount Pictures","R","Horror"
2687,"10/10/2003","House of the Dead",7000000,10199354,13767816,"Artisan","R","Horror"
2688,"10/2/2009","A Serious Man",7000000,9228788,30360570,"Focus Features","R","Comedy"
2689,"12/11/2009","A Single Man",7000000,9176000,28142379,"Weinstein Co.","R","Drama"
2690,"1/10/1991","Warlock",7000000,8824553,8824553,"Trimark","R","Horror"
2691,"8/12/1988","The Last Temptation of Christ",7000000,8373585,8373585,"Universal",NA,"Drama"
2692,"6/18/2010","Cyrus",7000000,7468936,10062896,"Fox Searchlight","R","Comedy"
2693,"9/1/1999","Outside Providence",7000000,7309628,7824358,"Miramax","R","Comedy"
2694,"11/29/2002","Rabbit-Proof Fence",7000000,6199600,16866928,"Miramax","PG","Drama"
2695,"7/27/2007","Who's Your Caddy?",7000000,5694308,5694308,"MGM","PG-13","Comedy"
2696,"5/1/1992","Split Second",7000000,5430822,5430822,"InterStar Releasing","R","Action"
2697,"12/14/2001","The Other Side of Heaven",7000000,4720371,4720371,"Excel Entertainment","PG","Drama"
2698,"9/28/1990","Dark Angel",7000000,4372561,4372561,"Triumph Releasing",NA,"Action"
2699,"6/27/1986","American Anthem",7000000,3571624,3571624,"Sony Pictures","PG-13","Drama"
2700,"5/2/2008","Redbelt",7000000,2344847,2667084,"Sony Pictures Classics","R","Action"
2701,"8/27/1999","A Dog of Flanders",7000000,2165637,2165637,"Warner Bros.","PG","Drama"
